,S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
1754,1755,1,1,0.68,0.32,Leyton Hightower,Hightower,1,,,,,,,House Hightower,Rhea Florent,1,1,1,1,1,,,,1.0,1,1,,0,0,0,0.150501672240802,1
1755,1756,0,0,0.0,1.0,Larys Strong,Lord of Harrenhal,1,,91.0,,,,,House Strong,,0,0,0,0,0,,,,,0,1,100.0,0,0,0,0.297658862876254,0
1756,1757,1,1,0.888,0.11199999999999999,Lomys,Maester,1,,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0234113712374581,1
1757,1758,0,1,0.735,0.265,Lewyn Martell,Ser,1,Dornish,,283.0,,,,House Martell,,1,0,1,1,1,,,,,0,1,,2,1,0,0.147157190635451,0
1758,1759,1,1,0.838,0.162,Lothar Frey,Twins,1,Rivermen,264.0,,,,,House Frey,Leonella Lefford,1,1,1,1,1,,,,1.0,1,1,41.0,1,1,0,0.17391304347826,1
1759,1760,1,1,0.5720000000000001,0.428,Lothor Brune,Ser,1,,,,,,,House Brune of Brownhollow,,1,1,1,1,1,,,,,0,1,,0,0,0,0.13712374581939699,1
1760,1761,0,0,0.45399999999999996,0.546,Lysa Arryn,Lady of the Vale,0,,266.0,300.0,,,,House Tully,Jon Arryn,0,0,0,0,0,,,,0.0,1,1,34.0,5,1,0,0.0,0
1761,1762,1,1,0.69,0.31,Maege Mormont,Lady of Bear Island,0,Northmen,239.0,,,,,House Mormont,,1,1,1,1,1,,,,,0,1,66.0,1,1,0,0.13712374581939699,1
1762,1763,1,1,0.825,0.175,Mad Huntsman,,1,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0367892976588628,1
1763,1764,1,0,0.067,0.9329999999999999,Mance Rayder,,1,Free folk,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,1,0.709030100334448,1
1764,1765,1,1,0.637,0.363,Mark Mullendore,Ser,1,,,,,,,House Mullendore,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0501672240802675,1
1765,1766,0,1,0.752,0.248,Mark Ryswell,Ser,0,Northmen,,283.0,,,,House Ryswell,,1,0,0,0,0,,,,,0,1,,0,0,0,0.020066889632107,0
1766,1767,1,1,0.835,0.165,Marlon Manderly,Ser,1,,,,,,,House Manderly,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0434782608695652,1
1767,1768,0,0,0.40299999999999997,0.597,Maron Greyjoy,,1,Ironborn,275.0,289.0,,,,House Greyjoy,,1,1,1,1,1,,,,,0,0,14.0,4,1,0,0.140468227424749,0
1768,1769,0,0,0.081,0.919,Martyn Cassel,,0,Northmen,,284.0,,,,House Cassel,,1,1,0,0,0,,,,,0,0,,0,0,0,0.0334448160535117,0
1769,1770,1,1,0.6940000000000001,0.306,Marq Piper,Ser,1,Rivermen,,,,,,House Piper,,1,1,1,1,1,,,,,0,1,,0,0,0,0.140468227424749,1
1770,1771,1,0,0.445,0.555,Mathis Rowan,Goldengrove,1,Reach,,,,,,House Rowan,Bethany Redwyne,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.364548494983277,1
1771,1772,1,1,0.767,0.233,Meribald,Septon,1,,247.0,,,,,Faith of the Seven,,0,0,0,1,0,,,,,0,0,58.0,0,0,0,0.103678929765886,1
1772,1773,0,0,0.304,0.696,Mirri Maz Duur,Godswife,0,Lhazareen,257.0,299.0,,,,,,1,1,1,1,1,,,,,0,1,42.0,0,0,0,0.14381270903010002,0
1773,1774,0,1,0.76,0.24,Mikken,,1,Northmen,,299.0,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0969899665551839,0
1774,1775,1,0,0.47700000000000004,0.523,Morros Slynt,Lord,1,,,,,,,House Slynt,,0,1,1,0,0,,,,,0,1,,0,0,0,0.0434782608695652,1
1775,1776,1,1,0.868,0.132,Myranda Royce,,0,,279.0,,,,,House Royce of the Gates of the Moon,,0,1,1,1,1,,,,,0,0,26.0,0,0,0,0.0434782608695652,1
1776,1777,0,0,0.0,1.0,Nettles,,0,,113.0,,,,,Blacks,,0,0,0,0,0,,,,,0,0,100.0,0,0,0,0.0635451505016722,0
1777,1778,1,1,0.981,0.019,Notch,,0,,,,,,,Brotherhood without Banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1
1778,1779,1,1,0.8270000000000001,0.17300000000000001,Obara Sand,,0,Dornish,271.0,,,,,House Martell,,0,0,1,1,1,,,,,0,0,34.0,1,1,0,0.140468227424749,1
1779,1780,0,0,0.012,0.988,Ulf the White,Ser,1,,,130.0,,,,Blacks,,0,0,0,0,0,,,,,0,1,,0,0,0,0.060200668896321,0
1780,1781,1,0,0.235,0.765,Pypar,,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.11371237458193902,1
1781,1782,1,1,0.711,0.289,Roose Bolton,Dreadfort,1,Northmen,260.0,,,,,House Bolton,Bethany Ryswell,1,1,1,1,1,,,,1.0,1,1,45.0,1,1,1,0.979933110367893,1
1782,1783,1,0,0.381,0.619,Shireen Baratheon,Princess,0,,289.0,,,,,House Baratheon of Dragonstone,,1,1,1,1,1,,,,,0,1,16.0,4,1,0,0.23076923076923,1
1783,1784,1,1,0.767,0.233,Smiling Knight,,1,,,,,,,Kingswood Brotherhood,,0,0,1,1,0,,,,,0,0,,0,0,0,0.040133779264214,1
1784,1785,0,0,0.45,0.55,Renly Baratheon,Lord Paramount of the Stormlands,1,Stormlands,277.0,299.0,,,,House Baratheon,Margaery Tyrell,1,1,1,1,1,,,,1.0,1,1,22.0,2,1,1,1.0,0
1785,1786,1,0,0.259,0.741,Theon Greyjoy,green lands,1,Ironmen,278.0,,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,27.0,4,1,1,1.0,1
1786,1787,1,0,0.172,0.828,Robyn Rhysling,Ser,1,,,,,,,House Rhysling,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0234113712374581,1
1787,1788,1,1,0.897,0.10300000000000001,Rodrik Harlaw,Harlaw,1,Ironborn,,,,,,House Harlaw,,0,1,1,1,1,,,,,0,1,,0,0,0,0.160535117056856,1
1788,1789,1,1,0.9279999999999999,0.07200000000000001,Wendamyr,Maester,1,,,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,1,,0,0,0,0.020066889632107,1
1789,1790,0,0,0.069,0.9309999999999999,Varamyr,,1,Free Folk,,300.0,,,,,,0,0,1,0,1,,,,,0,0,,0,0,0,0.227424749163879,0
1790,1791,1,1,0.9470000000000001,0.053,Robin Potter,Ser,1,,,,,,,House Potter,,0,0,0,1,0,,,,,0,1,,0,0,0,0.020066889632107,1
1791,1792,1,1,0.784,0.21600000000000003,Richard Horpe,Ser,1,,,,,,,House Horpe,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0635451505016722,1
1792,1793,1,1,0.961,0.039,Sansa Stark,Princess,0,Northmen,286.0,,,,,House Stark,Tyrion Lannister,1,1,1,1,1,,,,1.0,1,1,19.0,10,1,1,1.0,1
1793,1794,0,0,0.003,0.997,Vargo Hoat,Lord of Harrenhal,1,Qohor,,300.0,,,,Brave Companions,,1,1,1,1,0,,,,,0,1,,0,0,0,0.21070234113712302,0
1794,1795,1,0,0.085,0.915,Jaqen H'ghar,,1,,,,,,,Faceless Men,,0,0,0,0,0,,,,,0,0,,0,0,0,0.20066889632107002,1
1795,1796,1,0,0.34,0.66,Robert Arryn,Eyrie,1,Valemen,292.0,,,,,House Arryn,,1,1,1,1,1,,,,,0,1,13.0,0,0,0,0.321070234113712,1
1796,1797,1,0,0.39899999999999997,0.601,Rakharo,Bloodrider,1,Dothraki,,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,,0,0,0,0.183946488294314,1
1797,1798,0,0,0.094,0.9059999999999999,Rhaella Targaryen,PrincessQueenDowager Queen,1,Valyrian,245.0,284.0,,,,House Targaryen,Aerys II Targaryen,1,0,1,1,1,,,,0.0,1,1,39.0,8,1,0,0.321070234113712,0
1798,1799,0,0,0.053,0.9470000000000001,Tywin Lannister,Casterly Rock,1,,242.0,300.0,,,,House Lannister,Joanna Lannister,1,1,1,1,1,,,,0.0,1,1,58.0,5,1,1,1.0,0
1799,1800,1,1,0.73,0.27,Shagga,,1,Vale mountain clans,,,,,,Stone Crows,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0735785953177257,1
1800,1801,1,0,0.47,0.53,Wyman Manderly,Lord of White Harbor,1,,239.0,,,,,House Manderly,,1,1,1,1,1,,,,,0,1,66.0,0,0,1,0.354515050167224,1
1801,1802,0,1,0.917,0.083,Yellow Dick,,1,Westeros,,300.0,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608695652,0
1802,1803,0,1,0.805,0.195,Yoren,,0,Westeros,,299.0,,,,Night's Watch,,1,1,1,1,0,,,,,0,0,,0,0,0,0.267558528428093,0
1803,1804,1,1,0.9890000000000001,0.011000000000000001,Watty,,0,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1
1804,1805,1,1,0.503,0.49700000000000005,Skahaz mo Kandaq,,0,Ghiscari,,,,,,House of Kandaq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.197324414715719,1
1805,1806,1,0,0.48100000000000004,0.519,Wylis Manderly,Ser,1,,252.0,,,,,House Manderly,,1,1,1,1,1,,,,,0,1,53.0,0,0,0,0.157190635451505,1
1806,1807,0,0,0.469,0.531,Theo Wull,,1,Northern mountain clans,,283.0,,,,House Wull,,1,0,1,0,0,,,,,0,0,,0,0,0,0.020066889632107,0
1807,1808,1,1,0.797,0.203,Wylla Manderly,,0,,284.0,,,,,House Manderly,,0,0,0,1,1,,,,,0,0,21.0,0,0,0,0.0702341137123745,1
1808,1809,1,1,0.731,0.26899999999999996,Willas Tyrell,,1,,270.0,,,,,House Tyrell,,1,1,1,1,1,,,,,0,0,35.0,0,0,0,0.29096989966555104,1
1809,1810,0,1,0.774,0.226,Wendel Manderly,Ser,1,,254.0,299.0,,,,House Manderly,,1,1,1,1,1,,,,,0,1,45.0,0,0,0,0.13377926421404598,0
1810,1811,0,0,0.174,0.826,Simon Toyne,,0,,,281.0,,,,House Toyne,,1,1,1,1,0,,,,,0,0,,0,0,0,0.0367892976588628,0
1811,1812,0,0,0.066,0.934,Steffon Baratheon,Storm's End,1,,246.0,278.0,,,,House Baratheon,Cassana Estermont,0,1,1,0,1,,,,0.0,1,1,32.0,2,1,1,0.371237458193979,0
1812,1813,0,0,0.07200000000000001,0.9279999999999999,Shagwell,,1,,,300.0,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0836120401337792,0
1813,1814,0,1,0.57,0.43,Rickard Karstark,Karhold,1,Northmen,,299.0,,,,House Karstark,,1,1,1,1,1,,,,,0,1,,1,1,0,0.23076923076923,0
1814,1815,0,1,0.797,0.203,Senelle,,1,,,300.0,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0334448160535117,0
1815,1816,0,0,0.001,0.9990000000000001,Shiera Seastar,,0,Westeros,178.0,,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,100.0,4,1,0,0.0434782608695652,0
1816,1817,1,1,0.611,0.389,Reznak mo Reznak,Seneschal,1,Ghiscari,,,,,,House of Reznak,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0802675585284281,1
1817,1818,1,1,0.973,0.027000000000000003,Ronnet Connington,Ser,1,,274.0,,,,,House Connington,,0,1,1,1,1,,,,,0,1,31.0,0,0,0,0.11371237458193902,1
1818,1819,1,0,0.006999999999999999,0.993,Tytos Blackwood,Raventree Hall,1,,,,,,,House Blackwood,,1,1,1,1,1,,,,,0,1,,0,0,0,0.220735785953177,1
1819,1820,0,1,0.96,0.04,Syrio Forel,,0,Braavosi,,298.0,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.120401337792642,0
1820,1821,0,0,0.091,0.909,Rodrik Cassel,Ser,1,Northmen,,299.0,,,,House Cassel,,1,1,1,1,1,,,,,0,1,,1,1,1,0.397993311036789,0
1821,1822,0,1,0.662,0.33799999999999997,Stevron Frey,Ser,1,,233.0,299.0,,,,House Frey,Corenna Swann,1,1,1,1,1,,,,1.0,1,1,66.0,0,0,0,0.17391304347826,0
1822,1823,1,1,0.759,0.24100000000000002,Steely Pate,,1,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,1
1823,1824,1,1,0.945,0.055,Victaria Tyrell,,0,,,,,,,House Tyrell,Jon Bulwer,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.13377926421404598,1
1824,1825,1,1,0.878,0.122,Jon Connington,Lord of Griffin's Roost,1,Stormlands,263.0,,,,,House Connington,,0,0,1,1,1,,,,,0,1,42.0,0,0,1,0.719063545150501,1
1825,1826,0,0,0.08,0.92,Rorge,,1,,,300.0,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0,0,0.167224080267558,0
1826,1827,0,0,0.29100000000000004,0.7090000000000001,Rickard Stark,Winterfell,1,Northmen,230.0,282.0,,,,House Stark,Lyarra Stark,1,1,1,0,1,,,,1.0,1,1,52.0,5,1,0,0.27090301003344397,0
1827,1828,0,0,0.057999999999999996,0.9420000000000001,Visenya Targaryen,QueenDowager Queen,0,Valyrian,-28.0,44.0,,,,House Targaryen,Aegon I Targaryen,1,1,1,1,1,,,,0.0,1,1,72.0,5,1,0,0.277591973244147,0
1828,1829,1,0,0.08199999999999999,0.9179999999999999,Petyr Baelish,Master of coin,1,Valemen,268.0,,,,,House Baelish,Lysa Arryn,1,1,1,1,1,,,,0.0,1,1,37.0,5,1,1,1.0,1
1829,1830,0,0,0.08199999999999999,0.9179999999999999,Viserys Targaryen,Lord of the Seven Kingdoms,1,Valyrian,276.0,298.0,,,,House Targaryen,,1,1,1,1,1,,,,,0,1,22.0,11,1,1,0.622073578595317,0
1830,1831,1,0,0.465,0.535,Varys,Master of Whisperers,1,,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,1,0.8996655518394642,1
1831,1832,1,0,0.03,0.97,Stygg,,0,,,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0,0,0.0367892976588628,1
1832,1833,1,1,0.731,0.26899999999999996,Salladhor Saan,Prince of the Narrow Sea,1,Lysene,,,,,,House Baratheon of Dragonstone,,0,1,1,1,1,,,,,0,1,,0,0,0,0.187290969899665,1
1833,1834,1,0,0.254,0.746,Victarion Greyjoy,Lord Captain of the Iron Fleet,1,Ironborn,268.0,,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,37.0,4,1,1,0.7056856187290971,1
1834,1835,0,0,0.055999999999999994,0.9440000000000001,Timeon,,1,Dornish,,300.0,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0568561872909698,0
1835,1836,1,0,0.18100000000000002,0.8190000000000001,Tysha,,1,,271.0,,,,,,Tyrion Lannister,1,1,1,0,1,,,,1.0,1,0,34.0,1,1,0,0.130434782608695,1
1836,1837,0,0,0.46299999999999997,0.537,Shae,,0,,280.0,300.0,,,,,,1,1,1,1,1,,,,,0,0,20.0,0,0,0,0.29096989966555104,0
1837,1838,1,1,0.628,0.37200000000000005,Spotted Cat,,1,Ghiscari,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0501672240802675,1
1838,1839,1,0,0.304,0.696,Tormund,Ruddy Hall,1,Free Folk,,,,,,,,0,0,1,1,1,,,,,0,1,,0,0,0,0.214046822742474,1
1839,1840,0,0,0.414,0.586,Rodrik Greyjoy,,1,Ironborn,274.0,289.0,,,,House Greyjoy,,1,1,1,1,1,,,,,0,0,15.0,4,1,0,0.15384615384615302,0
1840,1841,1,0,0.293,0.7070000000000001,Tyrion Lannister,Hand of the King,1,,273.0,,,,,House Lannister,Tysha,1,1,1,1,1,,,,1.0,1,1,32.0,12,1,1,1.0,1
1841,1842,1,1,0.677,0.32299999999999995,Josmyn Peckledon,,1,,284.0,,,,,House Peckledon,,0,1,1,1,1,,,,,0,0,21.0,0,0,0,0.0501672240802675,1
1842,1843,1,0,0.094,0.9059999999999999,Trystane Martell,Prince,1,Dornish,287.0,,,,,House Martell,,1,1,1,1,1,,,,,0,1,18.0,6,1,0,0.150501672240802,1
1843,1844,1,1,0.6759999999999999,0.324,Rolland Storm,Ser,1,,,,,,,House Caron,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0702341137123745,1
1844,1845,0,1,0.652,0.348,Willam Dustin,Barrowton,1,Northmen,,283.0,,,,House Dustin,Barbrey Ryswell,1,0,0,1,1,,,,1.0,1,1,,0,0,0,0.0635451505016722,0
1845,1846,0,1,0.855,0.145,Torrhen Karstark,,1,Northmen,,298.0,,,,House Karstark,,1,1,1,1,1,,,,,0,0,,1,1,0,0.0769230769230769,0
1846,1847,1,0,0.225,0.775,Three Toes,,1,,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1
1847,1848,0,1,0.512,0.488,Ygritte,,1,Wildling,280.0,299.0,,,,Mance Rayder,,0,1,1,1,1,,,,,0,0,19.0,0,0,0,0.244147157190635,0
1848,1849,0,0,0.094,0.9059999999999999,Tyland Lannister,Ser,1,,,133.0,,,,House Lannister,,0,0,0,0,0,,,,,0,1,,0,0,1,0.354515050167224,0
1849,1850,0,0,0.22,0.78,Thoren Smallwood,First Ranger,1,,,299.0,,,,Night's Watch,,0,1,1,0,0,,,,,0,1,,0,0,0,0.0869565217391304,0
1850,1851,1,1,0.722,0.278,Rolph Spicer,Ser,0,,,,,,,House Spicer,,0,0,1,1,0,,,,,0,1,,0,0,0,0.060200668896321,1
1851,1852,1,1,0.528,0.47200000000000003,Selyse Florent,LadyQueen,0,,,,,,,House Florent,Stannis Baratheon,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.397993311036789,1
1852,1853,1,0,0.016,0.9840000000000001,Tyrion Tanner,,1,,300.0,,,,,House Stokeworth,,0,0,0,1,1,,,,,0,0,5.0,0,0,0,0.0501672240802675,1
1853,1854,0,0,0.045,0.955,Sandor Clegane,,1,,270.0,300.0,,,,House Clegane,,1,1,1,1,1,,,,,0,0,30.0,1,1,1,0.695652173913043,0
1854,1855,0,1,0.682,0.318,Ulf son of Umar,,1,Vale mountain clans,,298.0,,,,Moon Brothers,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0234113712374581,0
1855,1856,1,0,0.021,0.9790000000000001,Urswyck,,1,,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0301003344481605,1
1856,1857,1,1,0.6659999999999999,0.33399999999999996,Clydas,,1,,240.0,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,65.0,0,0,0,0.0635451505016722,1
1857,1858,1,1,0.763,0.237,Damion Lannister,SerCastellan of Casterly Rock,1,,,,,,,House Lannister,Shiera Crakehall,0,0,1,1,1,,,,1.0,1,1,,0,0,0,0.0836120401337792,1
1858,1859,0,0,0.14800000000000002,0.852,Kraznys mo Nakloz,,1,Astapor,,299.0,,,,Good Masters,,0,0,1,0,1,,,,,0,0,,0,0,0,0.0769230769230769,0
1859,1860,0,1,0.843,0.157,Dacey Mormont,,0,Northmen,252.0,299.0,,,,House Mormont,,1,1,1,1,1,,,,,0,0,47.0,0,0,0,0.0869565217391304,0
1860,1861,1,1,0.684,0.316,Jojen Reed,,1,Crannogmen,286.0,,,,,House Reed,,0,1,1,1,1,,,,,0,0,19.0,0,0,0,0.29096989966555104,1
1861,1862,0,0,0.21,0.79,Lyonel Baratheon,Ser,1,,,239.0,,,,House Baratheon,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0568561872909698,0
1862,1863,1,1,0.782,0.218,Khorane Sathmantes,,0,Lyseni,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1
1863,1864,0,0,0.063,0.937,Vardis Egen,Ser,1,Valemen,249.0,298.0,,,,House Egen,,1,1,1,0,0,,,,,0,1,49.0,0,0,0,0.0903010033444816,0
1864,1865,1,1,0.711,0.289,Tya Lannister,,1,,,,,,,House Baratheon,Gowen Baratheon,1,0,0,0,0,,,,1.0,1,0,,0,0,0,0.0167224080267558,1
1865,1866,1,1,0.537,0.46299999999999997,Vyman,Maester,0,,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,0,0.040133779264214,1
1866,1867,1,0,0.478,0.522,Orton Merryweather,Longtable,1,Reachmen,,,,,,House Merryweather,Taena of Myr,0,0,1,1,1,,,,1.0,1,1,,0,0,1,0.37458193979933097,1
1867,1868,0,1,0.532,0.46799999999999997,Jeor Mormont,Bear Island,1,Northmen,230.0,299.0,,,,House Mormont,,1,1,1,1,1,,,,,0,1,69.0,0,0,1,0.618729096989966,0
1868,1869,0,0,0.36,0.64,Rhaego,,0,,298299.0,298.0,,,,House Targaryen,,1,1,1,1,0,,,,,0,0,-298001.0,6,1,0,0.167224080267558,0
1869,1870,1,1,0.9490000000000001,0.051,Samwell Stone,Ser,1,,,,,,,House Royce,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046,1
1870,1871,1,1,0.759,0.24100000000000002,Mors Umber,Castellan,1,Northmen,235.0,,,,,House Umber,,0,1,1,1,1,,,,,0,1,70.0,0,0,0,0.147157190635451,1
1871,1872,0,1,0.66,0.34,Rhaegar Frey,,1,,269.0,300.0,,,,House Frey,Jeyne Beesbury,0,1,1,1,1,,,,1.0,1,0,31.0,0,0,0,0.13377926421404598,0
1872,1873,1,0,0.276,0.7240000000000001,Parmen Crane,Ser,1,,,,,,,House Crane,,0,1,1,0,0,,,,,0,1,,0,0,0,0.040133779264214,1
1873,1874,1,1,0.6559999999999999,0.344,Qyburn,Master of whisperers,1,,,,,,,House Lannister,,0,1,1,1,1,,,,,0,1,,0,0,1,0.5351170568561869,1
1874,1875,0,0,0.299,0.701,Weese,,1,,,299.0,,,,House Whent,,0,1,1,1,0,,,,,0,0,,0,0,0,0.040133779264214,0
1875,1876,1,1,0.973,0.027000000000000003,Qarl the Maid,,1,Ironborn,,,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0668896321070234,1
1876,1877,1,0,0.23600000000000002,0.764,Rickon Stark,Prince of WinterfellHeir to Winterfell,1,Northmen,295.0,,,,,House Stark,,1,1,1,1,1,,,,,0,1,10.0,8,1,1,0.551839464882943,1
1877,1878,1,0,0.446,0.5539999999999999,Roslin Frey,,1,Rivermen,282.0,,,,,House Frey,Edmure Tully,0,1,1,1,1,,,,1.0,1,0,23.0,6,1,0,0.21739130434782603,1
1878,1879,0,0,0.452,0.5479999999999999,Robar Royce,Ser,1,Valemen,277.0,299.0,,,,House Royce,,1,1,1,1,0,,,,,0,1,22.0,1,1,0,0.0969899665551839,0
1879,1880,1,1,0.552,0.44799999999999995,Robett Glover,,1,Northmen,,,,,,House Glover,Sybelle Glover,1,1,1,1,1,,,,1.0,1,0,,0,0,0,0.167224080267558,1
1880,1881,0,0,0.001,0.9990000000000001,Rhae Targaryen,Princess,0,Valyrian,201.0,,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100.0,0,0,0,0.0802675585284281,0
1881,1882,0,0,0.493,0.507,Ryman Frey,Ser,1,,246.0,300.0,,,,House Frey,,0,1,1,1,1,,,,,0,1,54.0,0,0,0,0.21739130434782603,0
1882,1883,1,1,0.752,0.248,Quaithe,,0,Asshai'i,,,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.127090301003344,1
1883,1884,1,0,0.29600000000000004,0.7040000000000001,Rolly Duckfield,Ser,1,,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0869565217391304,1
1884,1885,1,0,0.381,0.619,Togg Joth,,1,Ibbenese,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1
1885,1886,1,1,0.765,0.235,Taena of Myr,,0,Myrish,276.0,,,,,House Merryweather,Orton Merryweather,0,0,1,1,1,,,,1.0,1,0,29.0,0,0,0,0.11371237458193902,1
1886,1887,0,0,0.078,0.922,Pyg,,0,,,300.0,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0468227424749163,0
1887,1888,1,1,0.736,0.264,Stonesnake,,1,,250.0,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,55.0,0,0,0,0.0568561872909698,1
1888,1889,1,0,0.15,0.85,Tycho Nestoris,,1,Braavosi,,,,,,Iron Bank of Braavos,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0869565217391304,1
1889,1890,1,0,0.389,0.611,Tanselle,,0,Dornishmen,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.020066889632107,1
1890,1891,1,1,0.9790000000000001,0.021,Rhaelle Targaryen,Princess,0,,229.0,,,,,House Targaryen,Ormund Baratheon,0,0,0,1,1,,,,1.0,1,1,76.0,0,0,0,0.13712374581939699,1
1891,1892,1,1,0.9540000000000001,0.046,Tom of Sevenstreams,,1,,240.0,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,65.0,0,0,0,0.15384615384615302,1
1892,1893,1,1,0.818,0.182,Shyra Errol,Haystack Hall,0,,,,,,,House Errol,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1
1893,1894,1,1,0.9670000000000001,0.033,Steelskin,,1,Ghiscari,,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0167224080267558,1
1894,1895,1,1,0.978,0.022000000000000002,Val,,0,Free folk,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.140468227424749,1
1895,1896,1,0,0.315,0.685,Satin,,1,,280.0,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,25.0,0,0,0,0.103678929765886,1
1896,1897,1,0,0.447,0.5529999999999999,Xaro Xhoan Daxos,,1,Qartheen,,,,,,Thirteen,,0,1,1,1,1,,,,,0,0,,0,0,0,0.244147157190635,1
1897,1898,0,0,0.06,0.94,Maelor Targaryen,Prince,1,,127.0,130.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,3.0,0,0,0,0.18060200668896303,0
1898,1899,1,0,0.46299999999999997,0.537,Arianne Martell,Princess,0,Dornishmen,276.0,,,,,House Martell,,1,1,1,1,1,,,,,0,1,29.0,0,0,1,0.57190635451505,1
1899,1900,1,1,0.649,0.35100000000000003,Damon Dance-for-Me,,1,,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0334448160535117,1
1900,1901,0,0,0.05,0.95,Alysanne Targaryen,,0,,,,Alyssa Velaryon,Aenys I Targaryen,,,,0,0,0,0,0,1.0,0.0,,,0,0,,0,0,0,0.277591973244147,0
1901,1902,0,0,0.0,1.0,Baela Targaryen,Lady,0,Valyrian,116.0,,,,,House Targaryen,Alyn Velaryon,0,0,0,0,0,,,,0.0,1,1,100.0,0,0,0,0.127090301003344,0
1902,1903,0,0,0.059000000000000004,0.941,Brandon Stark,,1,Northmen,262.0,282.0,,,,House Stark,,1,1,1,0,1,,,,,0,0,20.0,0,0,1,0.34782608695652095,0
1903,1904,1,1,0.9390000000000001,0.061,Dunstan Drumm,Old Wyk,1,Ironborn,212.0,,,,,House Drumm,,0,1,1,1,1,,,,,0,1,93.0,0,0,0,0.0769230769230769,1
1904,1905,1,0,0.493,0.507,Daemon Sand,Ser,1,Dornish,,,,,,House Allyrion,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0735785953177257,1
